Year,High,Low,Close,Open,Volume,Ticker,Country Code,Indicator Code,GDP Growth
1994,26.77336704383917,26.56190227170853,26.6713354776776,26.680011089987314,402239.68253968254,SPY,ABW,NY.GDP.MKTP.KD.ZG,8.20390129312089
1994,26.77336704383917,26.56190227170853,26.6713354776776,26.680011089987314,402239.68253968254,SPY,AFE,NY.GDP.MKTP.KD.ZG,1.92896731310231
1994,26.77336704383917,26.56190227170853,26.6713354776776,26.680011089987314,402239.68253968254,SPY,AFW,NY.GDP.MKTP.KD.ZG,-0.330344119308606
1994,26.77336704383917,26.56190227170853,26.6713354776776,26.680011089987314,402239.68253968254,SPY,AGO,NY.GDP.MKTP.KD.ZG,1.33936343647991
1994,26.77336704383917,26.56190227170853,26.6713354776776,26.680011089987314,402239.68253968254,SPY,ALB,NY.GDP.MKTP.KD.ZG,8.30286659699671
1994,26.77336704383917,26.56190227170853,26.6713354776776,26.680011089987314,402239.68253968254,SPY,AND,NY.GDP.MKTP.KD.ZG,2.3831822482118
1994,26.77336704383917,26.56190227170853,26.6713354776776,26.680011089987314,402239.68253968254,SPY,ARB,NY.GDP.MKTP.KD.ZG,3.37075546653709
1994,26.77336704383917,26.56190227170853,26.6713354776776,26.680011089987314,402239.68253968254,SPY,ARE,NY.GDP.MKTP.KD.ZG,6.89614855343777
1994,26.77336704383917,26.56190227170853,26.6713354776776,26.680011089987314,402239.68253968254,SPY,ARG,NY.GDP.MKTP.KD.ZG,5.83620070368526
1994,26.77336704383917,26.56190227170853,26.6713354776776,26.680011089987314,402239.68253968254,SPY,ARM,NY.GDP.MKTP.KD.ZG,5.40000277917656
1994,26.77336704383917,26.56190227170853,26.6713354776776,26.680011089987314,402239.68253968254,SPY,ATG,NY.GDP.MKTP.KD.ZG,6.67592079223948
1994,26.77336704383917,26.56190227170853,26.6713354776776,26.680011089987314,402239.68253968254,SPY,AUS,NY.GDP.MKTP.KD.ZG,3.98038838722397
1994,26.77336704383917,26.56190227170853,26.6713354776776,26.680011089987314,402239.68253968254,SPY,AUT,NY.GDP.MKTP.KD.ZG,2.40211872158116
1994,26.77336704383917,26.56190227170853,26.6713354776776,26.680011089987314,402239.68253968254,SPY,AZE,NY.GDP.MKTP.KD.ZG,-19.7000012399238
1994,26.77336704383917,26.56190227170853,26.6713354776776,26.680011089987314,402239.68253968254,SPY,BDI,NY.GDP.MKTP.KD.ZG,-3.82999999619828
1994,26.77336704383917,26.56190227170853,26.6713354776776,26.680011089987314,402239.68253968254,SPY,BEL,NY.GDP.MKTP.KD.ZG,3.22697153642544
1994,26.77336704383917,26.56190227170853,26.6713354776776,26.680011089987314,402239.68253968254,SPY,BEN,NY.GDP.MKTP.KD.ZG,2.02040044761662
1994,26.77336704383917,26.56190227170853,26.6713354776776,26.680011089987314,402239.68253968254,SPY,BFA,NY.GDP.MKTP.KD.ZG,1.31500727210265
1994,26.77336704383917,26.56190227170853,26.6713354776776,26.680011089987314,402239.68253968254,SPY,BGD,NY.GDP.MKTP.KD.ZG,3.89012644116818
1994,26.77336704383917,26.56190227170853,26.6713354776776,26.680011089987314,402239.68253968254,SPY,BGR,NY.GDP.MKTP.KD.ZG,1.81801133415438
1994,26.77336704383917,26.56190227170853,26.6713354776776,26.680011089987314,402239.68253968254,SPY,BHR,NY.GDP.MKTP.KD.ZG,-0.250001484542793
1994,26.77336704383917,26.56190227170853,26.6713354776776,26.680011089987314,402239.68253968254,SPY,BHS,NY.GDP.MKTP.KD.ZG,3.14891597200189
1994,26.77336704383917,26.56190227170853,26.6713354776776,26.680011089987314,402239.68253968254,SPY,BIH,NY.GDP.MKTP.KD.ZG,11.1319654858782
1994,26.77336704383917,26.56190227170853,26.6713354776776,26.680011089987314,402239.68253968254,SPY,BLR,NY.GDP.MKTP.KD.ZG,-11.7000038354787
1994,26.77336704383917,26.56190227170853,26.6713354776776,26.680011089987314,402239.68253968254,SPY,BLZ,NY.GDP.MKTP.KD.ZG,-0.0198049215230043
1994,26.77336704383917,26.56190227170853,26.6713354776776,26.680011089987314,402239.68253968254,SPY,BMU,NY.GDP.MKTP.KD.ZG,0.599613366698804
1994,26.77336704383917,26.56190227170853,26.6713354776776,26.680011089987314,402239.68253968254,SPY,BOL,NY.GDP.MKTP.KD.ZG,4.66726510266786
1994,26.77336704383917,26.56190227170853,26.6713354776776,26.680011089987314,402239.68253968254,SPY,BRA,NY.GDP.MKTP.KD.ZG,5.85287036219013
1994,26.77336704383917,26.56190227170853,26.6713354776776,26.680011089987314,402239.68253968254,SPY,BRB,NY.GDP.MKTP.KD.ZG,2.0107824566517
1994,26.77336704383917,26.56190227170853,26.6713354776776,26.680011089987314,402239.68253968254,SPY,BRN,NY.GDP.MKTP.KD.ZG,0.99273465394738
1994,26.77336704383917,26.56190227170853,26.6713354776776,26.680011089987314,402239.68253968254,SPY,BTN,NY.GDP.MKTP.KD.ZG,4.95150369162816
1994,26.77336704383917,26.56190227170853,26.6713354776776,26.680011089987314,402239.68253968254,SPY,BWA,NY.GDP.MKTP.KD.ZG,3.62791615172975
1994,26.77336704383917,26.56190227170853,26.6713354776776,26.680011089987314,402239.68253968254,SPY,CAF,NY.GDP.MKTP.KD.ZG,4.89994941000114
1994,26.77336704383917,26.56190227170853,26.6713354776776,26.680011089987314,402239.68253968254,SPY,CAN,NY.GDP.MKTP.KD.ZG,4.49404924349821
1994,26.77336704383917,26.56190227170853,26.6713354776776,26.680011089987314,402239.68253968254,SPY,CEB,NY.GDP.MKTP.KD.ZG,3.68868814511475
