Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
1994-01-03,26.590566635131836,26.697858766813603,26.55480259123791,26.66209472291968,960900
1994-01-04,26.697860717773438,26.697860717773434,26.590568578251236,26.626332624758636,164300
1994-01-05,26.751502990722656,26.76938501143838,26.626328845712592,26.733620970006932,710900
1994-01-06,26.751502990722656,26.80514905286983,26.71573894929121,26.787267032154105,201000
1994-01-07,26.912437438964844,26.930319457196713,26.73361725664614,26.805145329573623,775500
1994-01-10,27.234315872192383,27.234315872192383,26.87667547991146,26.94820355836764,593700
1994-01-11,27.180675506591797,27.216439553310998,27.0912653897938,27.216439553310998,295200
1994-01-12,27.091257095336914,27.198549202645182,27.001847005913362,27.198549202645182,158400
1994-01-13,27.019737243652344,27.0733833136265,26.9839731970029,27.01973724365234,244300
1994-01-14,27.12700843811035,27.180654466662975,27.10912642859281,27.10912642859281,137200
1994-01-17,27.12700843811035,27.162772457145433,27.073362409557728,27.12700843811035,17700
1994-01-18,27.16278076171875,27.1985447916881,27.109134716764732,27.162780761718754,166400
1994-01-19,27.091257095336914,27.16278516687576,27.037611041682784,27.12702113110634,200800
1994-01-20,27.16278076171875,27.180662776703425,27.109134716764732,27.127016731749407,281100
1994-01-21,27.10915184020996,27.198561971609067,27.091269813930136,27.198561971609067,85600
1994-01-24,27.001842498779297,27.216426677577545,27.001842498779297,27.091252573278567,373800
1994-01-25,27.001842498779297,27.037606528579005,26.948196454079735,27.01972451367915,310400
1994-01-26,27.07337760925293,27.091259628809897,26.966085491911105,27.001849531025048,145100
1994-01-27,27.323719024658203,27.359483054795188,27.091252828767786,27.12701685890477,344500
1994-01-28,27.39525032043457,27.48466040633677,27.39525032043457,27.43101435479545,356500
1994-01-31,27.59195327758789,27.645599330622733,27.466779153839923,27.502543189196484,313800
1994-02-01,27.448898315429688,27.556190426108888,27.413134278536617,27.556190426108888,303600
1994-02-02,27.627729415893555,27.62772941589355,27.52043726282212,27.538319288334026,307600
1994-02-03,27.502548217773438,27.574076301564784,27.41313811303425,27.574076301564784,466100
1994-02-04,26.876678466796875,27.538313266046032,26.876678466796875,27.502549222843374,1403200
1994-02-07,27.001842498779297,27.073370558378713,26.805140334880903,26.805140334880903,516400
1994-02-08,27.019737243652344,27.05550129030178,26.91244510370402,27.05550129030178,188200
1994-02-09,27.12700843811035,27.14489044762789,27.00183437148756,27.037598390522643,144600
1994-02-10,26.894548416137695,27.127014592606972,26.894548416137695,27.109132579032412,883900
1994-02-11,26.98398208618164,27.05551020304362,26.7872797648112,26.912453969319664,519400
1994-02-14,27.019737243652344,27.109147360275944,26.8945630803793,26.93032712702874,2742100
1994-02-15,27.16278076171875,27.180662776703425,27.03760665682604,27.073370686795386,374700
1994-02-16,27.14492416381836,27.19857025900377,27.09127806863295,27.19857025900377,287600
1994-02-17,26.98398208618164,27.287976582845054,26.912453969319664,27.27009455362956,342400
1994-02-18,26.823022842407227,27.01972500991821,26.751494781494138,27.001842994689937,313300
1994-02-22,27.091257095336914,27.091257095336918,26.894554898605097,26.894554898605097,154500
1994-02-23,27.019737243652344,27.144911406925385,26.93032712702874,27.127029383600664,391700
1994-02-24,26.662090301513672,26.93032058623715,26.644208282532105,26.93032058623715,770800
1994-02-25,26.787261962890625,26.787261962890625,26.644205824237,26.69785187623211,531300
1994-02-28,26.787261962890625,26.930318101544245,26.787261962890625,26.858790032217435,333000
1994-03-01,26.67996597290039,26.840904105444697,26.53690985508323,26.78725806126326,423600
1994-03-02,26.715736389160156,26.715736389160156,26.268685914107273,26.340213990115735,581500
1994-03-03,26.644210815429688,26.67997485679268,26.5726827327037,26.67997485679268,223200
1994-03-04,26.715736389160156,26.787264465168615,26.554798218141116,26.644208313151694,595800
1994-03-07,26.858797073364258,26.89456111740336,26.805151007305607,26.805151007305607,539800
1994-03-08,26.751502990722656,26.876677135732724,26.71573894929121,26.876677135732724,880300
1994-03-09,26.876678466796875,26.894560488398202,26.66209420758093,26.787268358790232,2500100
1994-03-10,26.662090301513672,26.858792510310888,26.572680206605845,26.858792510310888,207400
1994-03-11,26.805150985717773,26.84091502972807,26.554802677645693,26.69785885368688,576600
1994-03-14,26.840927124023438,26.912455244274,26.805163063898156,26.912455244274,345900
1994-03-15,26.823022842407227,26.948196949005123,26.805140827178953,26.89455090332031,748600
1994-03-16,27.037612915039062,27.037612915039066,26.769382628183518,26.858792723802033,455500
1994-03-17,27.037612915039062,27.07337695328647,26.948202819420548,26.948202819420548,133000
1994-03-18,27.031705856323242,27.067676190130726,26.88782452109331,26.905809687997053,365500
1994-03-21,26.95977020263672,27.013725713382488,26.887829521642356,26.94178503238813,324800
1994-03-22,27.031705856323242,27.085661357034468,26.905809687997053,26.95976518870828,435700
1994-03-23,27.01372718811035,27.085667873032083,26.995742016879916,27.01372718811035,698500
1994-03-24,26.689985275268555,26.959762754466013,26.56408911830974,26.90580725862652,1200500
1994-03-25,26.438203811645508,26.779922092204192,26.438203811645508,26.707981401560257,100900
1994-03-28,26.474166870117188,26.51013720553854,26.24035968987838,26.474166870117188,1117200
1994-03-29,25.952608108520508,26.49216337065191,25.952608108520508,26.47417819524753,338400
1994-03-30,25.592905044555664,26.042534437467747,25.592905044555664,25.970593734601813,1123900
1994-03-31,25.664831161499023,25.718786657984303,25.053335534665827,25.592890499518646,788800
1994-04-04,25.269163131713867,25.341103809668926,24.94543008091611,24.94543008091611,2627300
1994-04-05,25.79072380065918,25.79072380065918,25.520946355045588,25.520946355045588,1179000
1994-04-06,25.79072380065918,25.844679289781897,25.61087217025012,25.82669412674099,516500
1994-04-07,25.916629791259766,25.97058530088765,25.62886707324439,25.77274843225208,666100
1994-04-08,25.71880340576172,25.86268482341633,25.592907165313935,25.86268482341633,242400
1994-04-11,25.82670783996582,25.934618875508853,25.72778939071804,25.79073749478481,203300
1994-04-12,25.79072380065918,25.898634778904615,25.73676831153646,25.85367187130235,1409200
1994-04-13,25.655847549438477,25.844691853167255,25.467003245709698,25.781743751924328,364100
1994-04-14,25.664831161499023,25.799719902712226,25.556920168528457,25.61087566501374,419900
1994-04-15,25.664831161499023,25.772742154469583,25.619868247761286,25.655838578751474,387300
1994-04-18,25.49397087097168,25.763748340505774,25.413037630111454,25.69180768196335,369100
1994-04-19,25.52994728088379,25.628865709939696,25.31412525385272,25.466999189666392,472200
1994-04-20,25.502973556518555,25.6198771729624,25.36808476831412,25.55692907180033,508000
1994-04-21,25.844694137573242,25.880664484320036,25.520961016852073,25.610886883719065,200300
1994-04-22,25.817699432373047,25.925610401787353,25.74575878609684,25.9076252402183,301800
1994-04-25,26.087493896484375,26.1054790698015,25.808723710069,25.808723710069,394600
1994-04-26,26.060516357421875,26.096486704361038,26.006560837013136,26.051523770687087,399000
1994-04-28,25.871652603149414,26.04251162277397,25.790719383327257,26.00654130285301,287000
1994-04-29,25.952608108520508,25.988578459329265,25.790741529881085,25.826711880689846,481900
1994-05-02,26.114473342895508,26.31231026215987,25.862680900195414,25.952606772588304,275000
1994-05-03,26.087493896484375,26.13245682977718,25.934619923288846,26.12346424311862,183400
1994-05-04,26.042524337768555,26.141442765847096,25.943605909690017,26.141442765847096,401900
1994-05-05,26.00657081604004,26.114481898264273,26.00657081604004,26.069518947337507,659800
1994-05-06,25.75476837158203,25.880664585688926,25.664842504362817,25.880664585688926,216300
1994-05-09,25.52994728088379,25.75476189237449,25.48498435858565,25.682821216697466,499300
1994-05-10,25.727794647216797,25.808727940409717,25.637868765891326,25.65585394215642,583400
1994-05-11,25.49397087097168,25.736770593552365,25.422030212429256,25.700800264281153,210600
1994-05-12,25.619874954223633,25.682823049934257,25.556926858513012,25.655845294629707,305200
1994-05-13,25.619874954223633,25.691815635035777,25.49397876280239,25.691815635035777,321300
1994-05-16,25.628864288330078,25.754760463781526,25.61987170436926,25.673827208134167,450400
1994-05-17,26.00657081604004,26.00657081604004,25.61089684788452,25.64686720862593,470200
1994-05-18,26.19540023803711,26.29431867353948,25.907637516575665,26.024541122169378,824800
1994-05-19,26.32129669189453,26.39323737297931,26.141444989182578,26.141444989182578,531000
1994-05-20,26.222389221191406,26.294329932360654,26.18641886560678,26.276344754568342,370400
1994-05-23,26.17741584777832,26.204393603719005,26.096482579956266,26.195401018405445,262700
1994-05-24,26.285324096679688,26.38424252468635,26.249353759222718,26.249353759222718,549600
1994-05-25,26.357275009155273,26.37526018486947,26.096489961299422,26.186415839870406,738200
1994-05-26,26.37525749206543,26.43820560063838,26.321301970431474,26.348279731248454,369600
1994-05-27,26.402219772338867,26.402219772338867,26.285316210676605,26.330279119008246,162000
1994-05-31,26.36626434326172,26.420219863745885,26.276338475788112,26.321301409524914,160000
1994-06-01,26.48316764831543,26.48316764831543,26.222382635819283,26.303315915559466,200500
1994-06-02,26.456180572509766,26.501143489866173,26.411217655153358,26.501143489866173,55100
1994-06-03,26.60905647277832,26.698982314186832,26.393234453397895,26.474167710665554,550400
1994-06-06,26.600069046020508,26.74395042017072,26.582083874251733,26.663017147211225,99300
1994-06-07,26.5640926361084,26.6000629714315,26.492151965462202,26.555100052277627,120600
1994-06-08,26.348276138305664,26.627046295400365,26.348276138305664,26.627046295400365,131900
1994-06-09,26.49216079711914,26.492160797119144,26.411227515661547,26.465183036633277,80500
1994-06-10,26.5371150970459,26.591070600462462,26.51912992924038,26.51912992924038,83100
1994-06-13,26.573089599609375,26.582082184922275,26.492156331793307,26.501148917106203,109700
1994-06-14,26.779926300048828,26.788918887792295,26.654030071640268,26.654030071640268,161000
1994-06-15,26.6720027923584,26.797898961978433,26.654017625269823,26.788906378434145,142800
1994-06-16,26.7259578704834,26.743943037287224,26.645024619866188,26.672002370071926,44000
1994-06-17,26.576778411865234,26.76687117298552,26.54057026688994,26.739715064254053,403800
1994-06-20,26.35049057006836,26.431958936653935,26.323334447873165,26.38669873299528,137400
1994-06-21,26.124195098876953,26.332392079914435,26.01557058703131,26.332392079914435,139200
1994-06-22,26.22376251220703,26.314282921293007,26.169450266755447,26.19660638948124,279900
1994-06-23,26.069881439208984,26.305234535535178,26.033673270543417,26.26902636686961,922500
1994-06-24,25.52674674987793,25.943140491187997,25.490538598459665,25.943140491187997,353800
1994-06-27,25.970291137695312,25.970291137695312,25.499585268347055,25.626313771633125,371200
1994-06-28,25.843582153320312,25.979362795106585,25.635385169248032,25.979362795106585,5382300
1994-06-29,25.92503547668457,26.078920114639754,25.85261917647037,25.879775289050695,311800
1994-06-30,25.762115478515625,25.97936451979615,25.67159504464874,25.97031247640946,271900
